name;category_ids;sku;regular_price;stock;image_id/gallery_image_ids;descripcion;ppum
YOG OIKOS C/FRUTA FRUTIL48x150;YOGHURT Y POSTRES PREPARADOS;1460358;785;79;https://www.cencocal.cl/imagenes/1460358.jpg;;$1000 x KG
YOG OIKOS C/FRUT/PAPAYA 48x150;YOGHURT Y POSTRES PREPARADOS;1460359;785;90;https://www.cencocal.cl/imagenes/1460359.jpg;;$1000 x KG
YOG DANONE L/ MORA/ARAN 48x115;YOGHURT Y POSTRES PREPARADOS;1460369;367;55;https://www.cencocal.cl/imagenes/1460369.jpg;;$1000 x KG
YOG DANONE LIG/BAT NAT 48x115;YOGHURT Y POSTRES PREPARADOS;1460370;367;67;https://www.cencocal.cl/imagenes/1460370.jpg;;$1000 x KG
PROBIOTICO CALAN MULTIF 8x6x90;YOGHURT Y POSTRES PREPARADOS;1460380;2672;13;https://www.cencocal.cl/imagenes/1460380.jpg;;$1000 x KG
YOG CALAN FRUTILLA 48x110;YOGHURT Y POSTRES PREPARADOS;1460391;204;124;https://www.cencocal.cl/imagenes/1460391.jpg;;$1000 x KG
YOG CALAN VAINILLA 48x110g;YOGHURT Y POSTRES PREPARADOS;1460392;204;91;https://www.cencocal.cl/imagenes/1460392.jpg;;$1000 x KG
YOG CALAN CHIRIM POTE 48x110g;YOGHURT Y POSTRES PREPARADOS;1460393;204;74;https://www.cencocal.cl/imagenes/1460393.jpg;;$1000 x KG
YOG CALAN DAMASCO 12x1LT;YOGHURT Y POSTRES PREPARADOS;1460411;1744;20;https://www.cencocal.cl/imagenes/1460411.jpg;;$1000 x KG
YOG CALAN FRUTILLA 12x1LT;YOGHURT Y POSTRES PREPARADOS;1460413;1744;20;https://www.cencocal.cl/imagenes/1460413.jpg;;$1000 x KG
YOG CALAN VAINILLA 12x1LT;YOGHURT Y POSTRES PREPARADOS;1460415;1744;13;https://www.cencocal.cl/imagenes/1460415.jpg;;$1000 x KG
PROBIOTICO CALAN MORA 8x6x540c;YOGHURT Y POSTRES PREPARADOS;1460418;2672;129;https://www.cencocal.cl/imagenes/1460418.jpg;;$1000 x KG
PROBIOTICO CALAN MZNA 8x6x90G;YOGHURT Y POSTRES PREPARADOS;1460419;2672;35;https://www.cencocal.cl/imagenes/1460419.jpg;;$1000 x KG
PROBIOTICO CALAN FRUT 8x6x90G;YOGHURT Y POSTRES PREPARADOS;1460420;2672;10;https://www.cencocal.cl/imagenes/1460420.jpg;;$1000 x KG
CHAMYTO FRUTILLA 16x6x80ml;YOGHURT Y POSTRES PREPARADOS;1460421;3070;39;https://www.cencocal.cl/imagenes/1460421.jpg;;$1000 x KG
CHAMYTO PROB/MZNA BOT 16x6x80m;YOGHURT Y POSTRES PREPARADOS;1460422;3070;23;https://www.cencocal.cl/imagenes/1460422.jpg;;$1000 x KG
CHAMYTO PROB/FRAMB BOT 16x6x80;YOGHURT Y POSTRES PREPARADOS;1460423;3070;10;https://www.cencocal.cl/imagenes/1460423.jpg;;$1000 x KG
