name;category_ids;sku;regular_price;stock;image_id/gallery_image_ids;descripcion;ppum
C. GOURMET JENGI. MOL. 50x15g;CONDIMENTOS;201563;474;36;https://www.cencocal.cl/imagenes/0201563.jpg;;$1000 x KG
SOPA GOUR. P/U VERDURAS 40x15g;INSTANTANEOS Y SOPAS;201566;459;8;https://www.cencocal.cl/imagenes/0201566.jpg;;$1000 x KG
SOPA GOUR. P/U CARNE 40x15g;INSTANTANEOS Y SOPAS;201567;459;30;https://www.cencocal.cl/imagenes/0201567.jpg;;$1000 x KG
CREMA GOUR. P/U ZAPALLO 40x20g;INSTANTANEOS Y SOPAS;201568;459;9;https://www.cencocal.cl/imagenes/0201568.jpg;;$1000 x KG
SOPA GOUR.CONSOME POLLO 40x15g;INSTANTANEOS Y SOPAS;201569;459;0;https://www.cencocal.cl/imagenes/0201569.jpg;;$1000 x KG
C. GOURMET CURRY POLVO 50x15g;CONDIMENTOS;201573;357;37;https://www.cencocal.cl/imagenes/0201573.jpg;;$1000 x KG
C. GOU. SESAMO TOSTADO 50x30g;CONDIMENTOS;201574;592;58;https://www.cencocal.cl/imagenes/0201574.jpg;;$1000 x KG
C. GOURMET MERQUEN 50x15g;CONDIMENTOS;201575;398;78;https://www.cencocal.cl/imagenes/0201575.jpg;;$1000 x KG
C. GOURMET COMINO MOL. 50x15g;CONDIMENTOS;201576;347;68;https://www.cencocal.cl/imagenes/0201576.jpg;;$1000 x KG
C. GOURMET CANELA MOL. 50x15g;CONDIMENTOS;201577;510;49;https://www.cencocal.cl/imagenes/0201577.jpg;;$1000 x KG
C. GOURMET OREGANO ENT. 17x50g;CONDIMENTOS;201578;979;59;https://www.cencocal.cl/imagenes/0201578.jpg;;$1000 x KG
C. GOURMET LAUREL 45x5g;CONDIMENTOS;201579;500;32;https://www.cencocal.cl/imagenes/0201579.jpg;;$1000 x KG
C. GOURMET AJI COLOR 30x100g;CONDIMENTOS;201580;1153;64;https://www.cencocal.cl/imagenes/0201580.jpg;;$1000 x KG
C. GOURMET ALINO COMP. 30x100g;CONDIMENTOS;201581;1367;31;https://www.cencocal.cl/imagenes/0201581.jpg;;$1000 x KG
C. GOURMET BICARBONATO 30x100g;CONDIMENTOS;201582;520;59;https://www.cencocal.cl/imagenes/0201582.jpg;;$1000 x KG
SALSA SOYA SUAVE GOU. 24x165cc;ADEREZOS Y SALSAS;201583;1928;39;https://www.cencocal.cl/imagenes/0201583.jpg;;$1000 x KG
CORAZON MULTICOLOR GOUR 25x80g;REPOSTERIA;201584;1510;12;https://www.cencocal.cl/imagenes/0201584.jpg;;$1000 x KG
ESTRELLA MULTICOLOR GOUR 25x80;REPOSTERIA;201585;1510;15;https://www.cencocal.cl/imagenes/0201585.jpg;;$1000 x KG
DECORACION GOURMET 25x100g;REPOSTERIA;201587;1316;48;https://www.cencocal.cl/imagenes/0201587.jpg;;$1000 x KG
CHOCO. GRANULADO GOUR. 25x100g;REPOSTERIA;201588;1316;22;https://www.cencocal.cl/imagenes/0201588.jpg;;$1000 x KG
MOSTACILLA GOURMET 25x100g;REPOSTERIA;201589;1316;7;https://www.cencocal.cl/imagenes/0201589.jpg;;$1000 x KG
ALOE VERA OYE MANGO 12x1.5l;AGUAS MINERALES;211016;2866;11;https://www.cencocal.cl/imagenes/0211016.jpg;;$1000 x KG
GALL. NIZA 24x150gr.;GALLETAS;300038;840;18;https://www.cencocal.cl/imagenes/0300038.jpg;;$1000 x KG
GALL. KUKY CLASICA 30X120;GALLETAS;300098;1140;200;https://www.cencocal.cl/imagenes/0300098.jpg;;$1000 x KG
GALL. SODA FAMILIAR 20X180;GALLETAS;300110;1050;51;https://www.cencocal.cl/imagenes/0300110.jpg;;$1000 x KG
GALL. SODA FAM. LIGHT 20X180;GALLETAS;300128;1050;107;https://www.cencocal.cl/imagenes/0300128.jpg;;$1000 x KG
GALL. OBLEA BOCADO 24X140;GALLETAS;030016K;1380;38;https://www.cencocal.cl/imagenes/030016K.jpg;;$1000 x KG
GALL. COCO 30X120;GALLETAS;300179;840;-1;https://www.cencocal.cl/imagenes/0300179.jpg;;$1000 x KG
GALL. MINI VINO 42x40gr;GALLETAS;300195;11640;-1;https://www.cencocal.cl/imagenes/0300195.jpg;;$1000 x KG
SUPER OCHO 4x24x25gr.;GALLETAS;300241;7810;0;https://www.cencocal.cl/imagenes/0300241.jpg;;$1000 x KG
MALLA SUPER OCHO 12u;GALLETAS;300250;3900;0;https://www.cencocal.cl/imagenes/0300250.jpg;;$1000 x KG
GALL. MANTEQUILLA 24X140;GALLETAS;300551;840;0;https://www.cencocal.cl/imagenes/0300551.jpg;;$1000 x KG
GALL. MINI GRILL 42X35 GR.;GALLETAS;300578;13940;42;https://www.cencocal.cl/imagenes/0300578.jpg;;$1000 x KG
GALL. MINI MOROCHA 24x50gr;GALLETAS;300594;8770;0;https://www.cencocal.cl/imagenes/0300594.jpg;;$1000 x KG
GALL. AGUA MCKAY 20x180gr;GALLETAS;300659;940;32;https://www.cencocal.cl/imagenes/0300659.jpg;;$1000 x KG
GALL. MINI KUKY 42X40 GR;GALLETAS;300683;16640;41;https://www.cencocal.cl/imagenes/0300683.jpg;;$1000 x KG
MALLA MINI KUKY x6;GALLETAS;300684;2380;2;https://www.cencocal.cl/imagenes/0300684.jpg;;$1000 x KG
GALL. OBLEA CHIRIMOYA 24X140;GALLETAS;300691;1380;0;https://www.cencocal.cl/imagenes/0300691.jpg;;$1000 x KG
GALL. OBLEA FRUTILLA 24X140;GALLETAS;300705;1380;10;https://www.cencocal.cl/imagenes/0300705.jpg;;$1000 x KG
GALL. OBLEA HELADO 24X140;GALLETAS;300713;1380;21;https://www.cencocal.cl/imagenes/0300713.jpg;;$1000 x KG
GALL. KUKY CHOCOLATE 30X120;GALLETAS;301272;1140;44;https://www.cencocal.cl/imagenes/0301272.jpg;;$1000 x KG
CAPRI FRUTILLA FONDANT 6x24x30;CHOCOLATES;302224;410;0;https://www.cencocal.cl/imagenes/0302224.jpg;;$1000 x KG
CAPRI ALMENDRA FONDANT 6x24x30;CHOCOLATES;302225;410;0;https://www.cencocal.cl/imagenes/0302225.jpg;;$1000 x KG
CHOC. SAHNENUSS 21x160gr.;CHOCOLATES;303057;3570;0;https://www.cencocal.cl/imagenes/0303057.jpg;;$1000 x KG
CHOC. SAHNE NUSS BIT. 15x250;CHOCOLATES;303109;5950;0;https://www.cencocal.cl/imagenes/0303109.jpg;;$1000 x KG
CHOC. SAHNENUSS 15X250;CHOCOLATES;030310K;5640;0;https://www.cencocal.cl/imagenes/030310K.jpg;;$1000 x KG
CHOC. TRENCITO GDE. 14X150;CHOCOLATES;303577;3010;0;https://www.cencocal.cl/imagenes/0303577.jpg;;$1000 x KG
LUCCHETTI N1 LARGO 25x400gr;FIDEOS;400017;690;0;https://www.cencocal.cl/imagenes/0400017.jpg;;$1000 x KG
LUCCHETTI N 5 25X400;FIDEOS;400033;690;182;https://www.cencocal.cl/imagenes/0400033.jpg;;$1000 x KG
LUCCHETTI # 5 3 SABORES 25X400;FIDEOS;400106;1040;51;https://www.cencocal.cl/imagenes/0400106.jpg;;$1000 x KG
LUCCHETTI #48 3 SABORES 30X400;FIDEOS;400114;1030;8;https://www.cencocal.cl/imagenes/0400114.jpg;;$1000 x KG
LUCCHE. ESPIRALES 3SAB 30x400g;FIDEOS;400122;1030;48;https://www.cencocal.cl/imagenes/0400122.jpg;;$1000 x KG
LUCCHETTI N 77 25X400;FIDEOS;400211;690;10;https://www.cencocal.cl/imagenes/0400211.jpg;;$1000 x KG
LUCCHETTI N 78 25X400;FIDEOS;400220;690;83;https://www.cencocal.cl/imagenes/0400220.jpg;;$1000 x KG
LUCCHETTI SEMOLA 40X250;NUTRINAS-SEMOLAS-MAIZENAS;400262;859;155;https://www.cencocal.cl/imagenes/0400262.jpg;;$1000 x KG
SOPA NATUR. POSTA CABE. 18x55g;INSTANTANEOS Y SOPAS;400301;480;63;https://www.cencocal.cl/imagenes/0400301.jpg;;$1000 x KG
SOPA NATUR. POLLO FID. 18x55g;INSTANTANEOS Y SOPAS;040030K;480;16;https://www.cencocal.cl/imagenes/040030K.jpg;;$1000 x KG
SOPA NATUR. POLLO ARR. 18x55g;INSTANTANEOS Y SOPAS;400319;480;26;https://www.cencocal.cl/imagenes/0400319.jpg;;$1000 x KG
CREMA NATUR. ESPARRAGO 18x60g;INSTANTANEOS Y SOPAS;400335;480;13;https://www.cencocal.cl/imagenes/0400335.jpg;;$1000 x KG
CREMA NATUR. CHOCLO 18x60g;INSTANTANEOS Y SOPAS;400343;480;32;https://www.cencocal.cl/imagenes/0400343.jpg;;$1000 x KG
CREMA NATUR. CHAMPINON 18x60g;INSTANTANEOS Y SOPAS;400351;480;33;https://www.cencocal.cl/imagenes/0400351.jpg;;$1000 x KG
SOPA NATUR. CARACOLITOS 18x55g;INSTANTANEOS Y SOPAS;400360;480;24;https://www.cencocal.cl/imagenes/0400360.jpg;;$1000 x KG
CREMA NATUR. POLLO 18x60g;INSTANTANEOS Y SOPAS;400386;480;14;https://www.cencocal.cl/imagenes/0400386.jpg;;$1000 x KG
TALLIANI SPAGHETTI #5 25X400;FIDEOS;403008;1683;27;https://www.cencocal.cl/imagenes/0403008.jpg;;$1000 x KG
TALLIANI CARACOL #36 30X400;FIDEOS;403105;1683;3;https://www.cencocal.cl/imagenes/0403105.jpg;;$1000 x KG
TALIANI RIGATI #48 30X400;FIDEOS;403156;1683;15;https://www.cencocal.cl/imagenes/0403156.jpg;;$1000 x KG
TALLIANI CABELLO #51 30X400;FIDEOS;403253;1683;24;https://www.cencocal.cl/imagenes/0403253.jpg;;$1000 x KG
TALLIANI ESPIRAL #56 30X400;FIDEOS;403300;1683;22;https://www.cencocal.cl/imagenes/0403300.jpg;;$1000 x KG
TALLIANI TALLARIN #77 25X400.;FIDEOS;040335K;1683;51;https://www.cencocal.cl/imagenes/040335K.jpg;;$1000 x KG
TALLIANI CORBATAS #88 30X400.;FIDEOS;403555;1683;39;https://www.cencocal.cl/imagenes/0403555.jpg;;$1000 x KG
TALLIANI NIDOS FETUC.#90 20X400;FIDEOS;403601;2193;16;https://www.cencocal.cl/imagenes/0403601.jpg;;$1000 x KG
LUCCHETTI DEDALITOS #31 48X250;FIDEOS;405434;816;114;https://www.cencocal.cl/imagenes/0405434.jpg;;$1000 x KG
LUCCHETTI QUIFAROS N.33 30X400;FIDEOS;405507;690;82;https://www.cencocal.cl/imagenes/0405507.jpg;;$1000 x KG
LUCCHETTI CARACOL #36 30x400gr;FIDEOS;405558;690;111;https://www.cencocal.cl/imagenes/0405558.jpg;;$1000 x KG
LUCCHETTI CARACOLI.N35 48X250;FIDEOS;405574;816;98;https://www.cencocal.cl/imagenes/0405574.jpg;;$1000 x KG
LUCCHETTI MOSTACHOLI N.42 30X400;FIDEOS;405604;690;118;https://www.cencocal.cl/imagenes/0405604.jpg;;$1000 x KG
LUCCHETTI CANUTOS N.47 30X400;FIDEOS;405655;690;62;https://www.cencocal.cl/imagenes/0405655.jpg;;$1000 x KG
LUCCHETTI RIGATTI N.48 30X400;FIDEOS;405671;690;42;https://www.cencocal.cl/imagenes/0405671.jpg;;$1000 x KG
LUCCHETTI CABELLITOS N.51 30X400;FIDEOS;405701;690;58;https://www.cencocal.cl/imagenes/0405701.jpg;;$1000 x KG
LUCCHETTI ESPIRALES N.56 30X400;FIDEOS;405752;690;3;https://www.cencocal.cl/imagenes/0405752.jpg;;$1000 x KG
LUCCHETTI MARIPOSA N.81 48X250;FIDEOS;406007;816;62;https://www.cencocal.cl/imagenes/0406007.jpg;;$1000 x KG
LUCCHETTI CORBATITAS N.83 30X400;FIDEOS;406058;690;92;https://www.cencocal.cl/imagenes/0406058.jpg;;$1000 x KG
LUCCHETTI CORBATAS N88 30x400gr;FIDEOS;406104;690;66;https://www.cencocal.cl/imagenes/0406104.jpg;;$1000 x KG
SALSA LUCCHETTI ITALI. 24x200g;SALSA DE TOMATE;041520K;490;41;https://www.cencocal.cl/imagenes/041520K.jpg;;$1000 x KG
CAROZZI N 1 CABEL/ANGEL 30x400;FIDEOS;500011;830;87;https://www.cencocal.cl/imagenes/0500011.jpg;;$1000 x KG
CAROZZI N 3 SPAGHETTINI 25x400;FIDEOS;500038;830;265;https://www.cencocal.cl/imagenes/0500038.jpg;;$1000 x KG
CAROZZI N 5 SPAGHETTI 25x400;FIDEOS;500046;830;411;https://www.cencocal.cl/imagenes/0500046.jpg;;$1000 x KG
CAROZZI N 36 QUIFARO 30x400;FIDEOS;500062;830;94;https://www.cencocal.cl/imagenes/0500062.jpg;;$1000 x KG
CAROZZI N 46 MOSTACCIOL 30x400;FIDEOS;050007K;830;11;https://www.cencocal.cl/imagenes/050007K.jpg;;$1000 x KG
CAROZZI N 48 RIGATONI 30x400;FIDEOS;500089;830;6;https://www.cencocal.cl/imagenes/0500089.jpg;;$1000 x KG
CAROZZI PANTRUCAS 30x250gr;FIDEOS;500090;847;38;https://www.cencocal.cl/imagenes/0500090.jpg;;$1000 x KG
CAROZZI N 49 ESPIRAL 30x400;FIDEOS;500097;830;163;https://www.cencocal.cl/imagenes/0500097.jpg;;$1000 x KG
CAROZZI N 55 CARACO/RAY 30x400;FIDEOS;500119;830;48;https://www.cencocal.cl/imagenes/0500119.jpg;;$1000 x KG
CAROZZI #60 OJO DE DIUCA 48X250;FIDEOS;500135;847;49;https://www.cencocal.cl/imagenes/0500135.jpg;;$1000 x KG
CAROZZI #64 ALFABETO 48 X 250;FIDEOS;500151;847;37;https://www.cencocal.cl/imagenes/0500151.jpg;;$1000 x KG
CAROZZI #73 GRANIZO 48 X 250;FIDEOS;500178;847;347;https://www.cencocal.cl/imagenes/0500178.jpg;;$1000 x KG
CAROZZI N 87 TALLARIN 25x400;FIDEOS;500216;830;85;https://www.cencocal.cl/imagenes/0500216.jpg;;$1000 x KG
CAROZZI N 88 FETUCCINE 25x400;FIDEOS;500224;830;148;https://www.cencocal.cl/imagenes/0500224.jpg;;$1000 x KG
CAROZZI #93 MARIPOSA 48x250g;FIDEOS;500233;847;221;https://www.cencocal.cl/imagenes/0500233.jpg;;$1000 x KG
CAROZZI N 83 CORBATITAS 30x400;FIDEOS;500234;830;219;https://www.cencocal.cl/imagenes/0500234.jpg;;$1000 x KG
CAROZZI N 80 CORBATA 30x400;FIDEOS;500237;830;52;https://www.cencocal.cl/imagenes/0500237.jpg;;$1000 x KG
CAROZZI PACK #5 5X5X400+1POMAROLA;FIDEOS;500241;4280;0;https://www.cencocal.cl/imagenes/0500241.jpg;;$1000 x KG
CAROZZI PACK #80 5X5X400+1POMAROLA;FIDEOS;500242;4280;0;https://www.cencocal.cl/imagenes/0500242.jpg;;$1000 x KG
CAROZZI PACK #49 5X5X400+1POMAROLA;FIDEOS;500243;4280;0;https://www.cencocal.cl/imagenes/0500243.jpg;;$1000 x KG
CAROZZI PACK #87 5X5X400+1POMAROLA;FIDEOS;500245;4280;0;https://www.cencocal.cl/imagenes/0500245.jpg;;$1000 x KG
CAROZZI NUTRINA 20X500;NUTRINAS-SEMOLAS-MAIZENAS;500267;1797;25;https://www.cencocal.cl/imagenes/0500267.jpg;;$1000 x KG
CAROZZI SEMOLA 20X500;NUTRINAS-SEMOLAS-MAIZENAS;500283;1797;61;https://www.cencocal.cl/imagenes/0500283.jpg;;$1000 x KG
CAROZZI SEMOLA 40X250;NUTRINAS-SEMOLAS-MAIZENAS;500291;989;0;https://www.cencocal.cl/imagenes/0500291.jpg;;$1000 x KG
CAROZZI N 1 CAPELLINI 25x400;FIDEOS;500321;830;162;https://www.cencocal.cl/imagenes/0500321.jpg;;$1000 x KG
CAROZZI TORTELLINI QUESO 12X400gr.;FIDEOS;500349;2990;41;https://www.cencocal.cl/imagenes/0500349.jpg;;$1000 x KG
CARICIA JALEA NARANJA 10x1k;POSTRES PARA PREPARAR;500357;5630;3;https://www.cencocal.cl/imagenes/0500357.jpg;;$1000 x KG
CARICIA JALEA PINA 10x1k;POSTRES PARA PREPARAR;500358;5630;7;https://www.cencocal.cl/imagenes/0500358.jpg;;$1000 x KG
CARICIA JALEA FRAMBUEZA 10x1k;POSTRES PARA PREPARAR;500359;5630;11;https://www.cencocal.cl/imagenes/0500359.jpg;;$1000 x KG
CARICIA FLAN MANJAR 10x1k;POSTRES PARA PREPARAR;500360;4677;11;https://www.cencocal.cl/imagenes/0500360.jpg;;$1000 x KG
CARICIA FLAN CHOCOLATE 10x1K;POSTRES PARA PREPARAR;500361;3703;10;https://www.cencocal.cl/imagenes/0500361.jpg;;$1000 x KG
CARICIA FLAN VAINILLA 10x1K;POSTRES PARA PREPARAR;500362;3703;0;https://www.cencocal.cl/imagenes/0500362.jpg;;$1000 x KG
CARICIA FLAN LUCUMA 10x1k;POSTRES PARA PREPARAR;500363;3703;11;https://www.cencocal.cl/imagenes/0500363.jpg;;$1000 x KG
SAN REMO CABELLO 30 X 400.;FIDEOS;050038K;560;291;https://www.cencocal.cl/imagenes/050038K.jpg;;$1000 x KG
SAN REMO SPAGHETTI 25X400;FIDEOS;500399;560;2282;https://www.cencocal.cl/imagenes/0500399.jpg;;$1000 x KG
JUMEX MANGO 24x335cc;JUGOS Y REFRESCOS;500400;893;66;https://www.cencocal.cl/imagenes/0500400.jpg;;$1000 x KG
